Catalogue/Guide Number,DOR ID,Inventory Number,Artist/Maker,Title,Group,Location,Site,Pleiades,TGN,TGN Web View,Begin Date,End Date,Date,Classification,Typology,Object Name,Medium,AAT,AAT Web View,Munsell,Height (cm),Width (cm),Depth (cm),Length (cm),Diameter (cm),Dimensions,Object Description,Culture,Image URL,Collection Page URL
gd. 9,26726,83.AD.354.317,Unknown,Hooded Head,,,,,,,-299,-200,3rd century B.C.,,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 4.3 cm (1 11/16 in.),Fragment of female figure preserves hooded head turned slightly to the left. Oval face with small eyes. Himation is placed under the chin.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26726
gd. 9,26727,83.AD.354.318,Unknown,Female Head with Stephane,,,,,,,-299,-200,3rd century B.C.,,,Female figure,Terracotta,,,,,,,,,Object: H: 3.8 cm (1 1/2 in.),Fragment of female figure preseves head with stephane.,South Italian,,http://www.getty.edu/art/collection/objects/26727
gd. 9,26728,83.AD.354.319,Unknown,Head with Melon Coiffure and Wreath,,,,,,,-224,-200,late 3rd century B.C.,,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 3.1 cm (1 1/4 in.),"Fragment of female figure preserves head with small trace of red color on the back. Broad, full face, small eyes, big nose, flashy mouth. Hair in melon coiffure of Type II tied in a broad bun at back. Wreath preserves two berries.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26728
gd. 9,26729,83.AD.354.320,Unknown,Head with Wreath,,,,,,,-224,-200,late 3rd century B.C.,,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 2.9 cm (1 1/8 in.),"Fragment of female figure preserves head. Oval face, blurred features. Hair in Knidian coiffure fastened by a wreath of ivy leaves.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26729
gd. 9,26730,83.AD.354.321,Unknown,Head with Melon Coiffure,,,,,,,-299,-200,3rd century B.C.,,,Female figure,Terracotta (ocher clay),,,,,,,,,Object: H: 3.6 cm (1 7/16 in.),Fragment of female figure preserves head tilted to the right. Praxitelian face. Hair is divided into six deep waves tied in a low knot (missing).,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26730
gd. 9,26731,83.AD.354.322,Unknown,Head with Melon Coiffure,,,,,,,-249,-200,second half of 3rd century B.C.,,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 3.7 cm (1 7/16 in.),Fragment of female figure preserves head slightly tilted to the right. Oval face. Hair is divided into multiple compact waves tied in a small knot on top of head. Round earrings.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26731
gd. 9,26732,83.AD.354.323,Unknown,Head with Wreath,,,,,,,-249,-200,second half of 3rd century B.C.,,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 5.3 cm (2 1/16 in.),"Fragment of female figure preserves head with red color on the back. Oval face with full cheeks, coarse modelling, blurred features. Horizontal incision on the neck. Thich wreath of ivy leaves with a fruit or berry in the middle.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26732
gd. 9,26733,83.AD.354.324,Unknown,Head with Melon Coiffure and Kekryphalos,,,,,,,-224,-200,late 3rd century B.C.,,,Female figure,Terracotta (pale ocher clay),,,,,,,,,Object: H: 3.2 cm (1 1/4 in.),"Fragment of female figure preserves head. Round full face, deep-set eyes, small smiling mouth. Hair in melon coiffure of Type II with Kekryphalos.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26733
gd. 9,26734,83.AD.354.325,Unknown,Fragment of a Female Torso,,,,,,,-299,-200,3rd century B.C.,,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 6.9 cm (2 11/16 in.),"Fragment of female figure preserves head and left part of bust. Full face, flat chin, small eyes. Hair is divided into several waves tied in a knot at back of head covered by a veil falling to the shoulder. She wears a peplos.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26734
gd. 9,26735,83.AD.354.326,Unknown,Head with Wreath,,,,,,,-250,-250,mid-3rd century B.C.,,,Female figure,Terracotta (orange clay),,,,,,,,,Object: H: 4 cm (1 9/16 in.),"Fragment of female figure preserves head. Oval face, full cheeks, small eyes, fleshy mouth. Wavy hair is parted by a wreath with ivy leaves.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26735
gd. 9,26736,83.AD.354.327,Unknown,Head with Melon Coiffure,,,,,,,-299,-200,3rd century B.C.,,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 3.7 cm (1 7/16 in.),"Fragment of female figure preserves head with melon coiffure. Oval face, full cheeks, small eyes, fleshy mouth. Wavy hair parted and fastened by a wreath with ivy leaves.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26736
gd. 9,26737,83.AD.354.328,Unknown,Head with Melon Coiffure and Wreath,,,,,,,-224,-200,late 3rd century B.C.,,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 4.2 cm (1 5/8 in.),"Fragment of female figure preserves head tilted to the right. Full face, unclear features. Hair in melon coiffure tied in a low knot at back (missing). Wreath with ivy leaves preserves two berries in the middle.",South Italian,,http://www.getty.edu/art/collection/objects/26737
gd. 9,26738,83.AD.354.329,Unknown,Head with Melon Coiffure and Kekryphalos,,,,,,,-299,-200,3rd century B.C.,,,Female figure,Terracotta (pale ocher clay),,,,,,,,,Object: H: 4.3 cm (1 11/16 in.),Fragment of female figure preserves head missing nose. Hair is arranged in melon coiffure completely covered by a Kekryphalos.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26738
gd. 9,26739,83.AD.354.330,Unknown,Head with Melon Coiffure,,,,,,,-250,-250,mid-3rd century B.C.,,,Female figure,Terracotta (ocher-brown clay),,,,,,,,,Object: H: 4.6 cm (1 13/16 in.),Fragment of female figure preserves head tilted slightly to the left. Face is stylistically Praxitelian. Hair is divided into six deep waves tied in a low knot (missing). Round earrings.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26739
gd. 9,26740,83.AD.354.331,Unknown,Head of a Comic Actor,,,,,,,-299,-275,early 3rd century B.C.,,,Male figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 3.6 cm (1 7/16 in.),"Fragment of male figure preserves the head of a comic actor wearing a mask. Short hair is placed across his forehead, thich eyebrows, snub nose.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26740
gd. 9,26741,83.AD.354.332,Unknown,Head with Melon Coiffure and Wreath,,,,,,,-224,-200,late 3rd century B.C.,,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 5.7 cm (2 1/4 in.),"Fragment of female figure preserves head. Oval face, coarse features; small deep-set eyes, big nose, high forehead, mouth is probably retouched. Hair is divided into six waves bound by a wreath preserving two beries. Two horizontal parallel incisions on n",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26741
gd. 9,26742,83.AD.354.333,Unknown,Head with Knidian Coiffure,,,,,,,-224,-200,late 3rd century B.C. ?,,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 5.9 cm (2 5/16 in.),"Fragment of female figure preserves head. Oval face, deep-set eyes, small mouth. Hair is partly swept back in a pony-tail. Anchor for insertion into torso.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26742
gd. 9,26743,83.AD.354.334,Unknown,Head with Lampadion Coiffure,,,,,,,-299,-275,early 3rd century B.C.,,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 3.6 cm (1 7/16 in.),"Fragment of female figure preserves head with traces  of white engobe on face. Oval face, deep-set eyes. Hair is arranged in a projecting arch placed across the forehead in a lampadian knot, similar to a bow knot.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26743
gd. 9,26744,83.AD.354.335,Unknown,Head with Melon Coiffure and Wreath,,,,,,,-250,-250,mid-3rd century B.C.,,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 5.4 cm (2 1/8 in.),Fragment of femael figure preserves head with traces of white engome on face. Oval face has large features. Hair is divided into eight waves tied in a low bun at back of head. Wreath with leaves preserves two berries in the middle. Preserved left round sh,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26744
gd. 9,26745,83.AD.354.336,Unknown,Head with Wreath,,,,,,,-250,-250,mid-3rd century B.C.,,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 3.9 cm (1 9/16 in.),"Fragment of female figure preserves head with traces of white engobe on face. Oval face, deep-set eyes, long nose. Hair forms an arch placed across the forehead tied in a knot at back of head (missing). On top of head a small wreath fragment preserved.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26745
gd. 9,26746,83.AD.354.337,Unknown,Head with Melon Coiffure,,,,,,,-299,-200,3rd century B.C.,,,Female figure,Terracotta (pale orange-ocher clay),,,,,,,,,Object: H: 4.1 cm (1 5/8 in.),"Fragment of female figure preserves head with traces of white engobe on face. Head tilted to the right, Praxitelian-looking face. Hair is divided into six waves tied in a low knot.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26746
gd. 9,26747,83.AD.354.338,Unknown,Head with Bow Knot,,,,,,,-224,-200,late 3rd century B.C.,,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 4.4 cm (1 3/4 in.),"Fragment of female figure preserves head with traces of white engobe on face. Coiffure is similar to 83.AD.354.154. Oval face, big nose, small turned downward eyes.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26747
gd. 9,26748,83.AD.354.339,Unknown,Head with Melon Coiffure,,,,,,,-299,-200,3rd century B.C.,,,Female figure,Terracotta (pale greenish-brown clay),,,,,,,,,Object: H: 4.8 cm (1 7/8 in.),Fragment of female figure preserves head with traces of white engobe on face. Head tilted to the left with abrased features. Hair is divided into six waves tied in a low knot at back of neck. Wreath with leaves and berries.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26748
gd. 9,26749,83.AD.354.340,Unknown,Head with Melon Coiffure,,,,,,,-250,-250,mid-3rd century B.C.,,,Female figure,Terracotta (orange clay),,,,,,,,,Object: H: 3.8 cm (1 1/2 in.),"Fragment of female figure preserves head with traces of white engobe on face. Oval face, small mouth. Hair is divided into multiple strands, incised, tied in a small bun (missing) at back of head. Preserved left disk-shaped earring.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26749
gd. 9,26750,83.AD.354.341,Unknown,Head with Melon Coiffure and Wreath,,,,,,,-249,-200,second half of 3rd century B.C.,,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 4.4 cm (1 3/4 in.),"Fragment of female figure preserves head tilted to the left. Oval face, slightly turned down eyes, small mouth, long neck. Hair is divided into six waves tied in a large bun at back of head. Wreath or a large fillet(?). Preserved left earring.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26750
gd. 9,26751,83.AD.354.342,Unknown,Head with Wreath,,,,,,,-250,-250,mid-3rd century B.C. ?,,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 4.1 cm (1 5/8 in.),"Fragment of female figure preserves head with traces of white engobe on face. Head tilted to the left, Praxitelian-looking face, long neck. Wavy hair is parted and tied in a low knot at back. Wreath with ivy leaves.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26751
gd. 9,26752,83.AD.354.343,Unknown,Head with Bow Knot and Wreath,,,,,,,-224,-200,about late 3rd century B.C.,,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 6 cm (2 3/8 in.),"Fragment of female figure preserves head. Oval face, small, semi-shut eyes. Hair tied in a high knot on top of head, bound by a wreath with large fruit (or leaves). Round earrings.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26752
gd. 9,26753,83.AD.354.344,Unknown,Head with Wreath,,,,,,,-224,-200,late 3rd century B.C.,,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 4.4 cm (1 3/4 in.),"Fragment of female figure preserves head. Oval face, deep-set eyes, semi-opened, smiling mouth. Hair is arranged in a high arch across the forehead fastened by a thick wreath tied in a roughly modelled knot at back of head.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26753
gd. 9,26754,83.AD.354.345,Unknown,Head with Melon Coiffure,,,,,,,-299,-200,3rd century B.C.,,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 5.3 cm (2 1/16 in.),"Fragment of female figure preserves head. Excessive encrustation, dark spot(possibly caused by humidity). Hair is divided into thirteen long strands tied in a bun at back of head. Round earrings.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26754
gd. 9,26755,83.AD.354.346,Unknown,Head with Melon Coiffure and Kekryphalos,,,,,,,-250,-250,mid-3rd century B.C.,,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 3.9 cm (1 9/16 in.),"Fragment of female figure preserves head tilted to the left. Oval face, large features. Hair is divided into multiple waves tied in a knot (missing) bound by a kekryphalos fastened on top of head with a disk.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26755
gd. 9,26756,83.AD.354.347,Unknown,Head with Melon Coiffure,,,,,,,-250,-250,mid-3rd century B.C.,,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 4.6 cm (1 13/16 in.),Fragment of female figure preserves head slightly tilted to the right. Oval face. Hair is divided into eight waves bound in a broad bun at back of head.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26756
gd. 9,26757,83.AD.354.348,Unknown,Head of a Comic Actor,,,,,,,-299,-275,early 3rd century B.C.,,,Male figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 4.3 cm (1 11/16 in.),"Fragment of male figure preserves head with flat back wearing mask. Thick hair, snub nose, very large mouth, rounded beard.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26757
gd. 9,26758,83.AD.354.349,Unknown,Head with Melon Coiffure,,,,,,,-299,-200,3rd century B.C.,,,Female figure,Terracotta (orange clay),,,,,,,,,Object: H: 3.9 cm (1 9/16 in.),"Fragment of female figure preserves head tilted to the left. Long neck with horizontal parallel incisions. Praxitelian-looking face. Hair is divided into six waves, tied in a low knot missing.",South Italian,,http://www.getty.edu/art/collection/objects/26758
gd. 9,26759,83.AD.354.350,Unknown,Head with Melon Coiffure and Kekryphalos,,,,,,,-250,-250,mid-3rd century B.C.,,,Female figure,Terracotta (ocher clay),,,,,,,,,Object: H: 4.6 cm (1 13/16 in.),"Fragment of female figure preserves head. Full face, high forehead, slightly turned downward eyes. Hair is arranged in a melon coiffure of Type II, tied in a knot on top of head, bound by a kekryphalos.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26759
gd. 9,26760,83.AD.354.351,Unknown,Head of a Boy,,,,,,,-299,-200,3rd century B.C.,,,Male figure,Terracotta (ocher-orange clay),,,,,,,,,Object: H: 3.8 cm (1 1/2 in.),"Fragment of boy's figure preserves head tilted to the right. Big nose, largeears. Hair is defined through incisions placed across the forehead. Red color on hair, yellow on face and neck.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26760
gd. 9,26761,83.AD.354.352,Unknown,Head with Melon Coiffure,,,,,,,-250,-250,mid-3rd century B.C.,,,Female figure,Terracotta (ocher clay),,,,,,,,,Object: H: 3.8 cm (1 1/2 in.),"Fragment of female figure preserves head with melon coiffure. Hair is divided into seven waves bound by a circlet, tied in a low knot. Head is tilted to the left. Praxitelian-looking face.",South Italian,,http://www.getty.edu/art/collection/objects/26761
gd. 9,26762,83.AD.354.353,Unknown,Head with Knidian Coiffure,,,,,,,-299,-200,3rd century B.C.,,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 4.6 cm (1 13/16 in.),"Fragment of female figure preserves head. Oval face, long neck. Hair is swept back in a knot (missing) at back of head, bound by a fillet.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26762
gd. 9,26763,83.AD.354.354,Unknown,Head with Melon Coiffure,,,,,,,-299,-200,3rd century B.C.,,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 3.2 cm (1 1/4 in.),Fragment of female figure preserves head slightly tilted to the left. Praxitelian-looking face with blurred features. Hair is divided into eight crisp waves tied in a large bow knot at back of head.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26763
gd. 9,26764,83.AD.354.355,Unknown,Head with Bow Knot,,,,,,,-250,-250,mid-3rd century B.C.,,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 3.7 cm (1 7/16 in.),"Fragment of female figure preserves head. Oval face, small slightly turned downward eyes. Wavy hair tied in a high bow knot at back of head.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26764
gd. 9,26765,83.AD.354.356,Unknown,Head with Wreath,,,,,,,-249,-200,second half of 3rd century B.C. ?,,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 3.2 cm (1 1/4 in.),"Fragment of female figure preserves head slightly tilted to the right. Oval face, small semi-opened eyes, long nose. Wavy hair tied in a broad knot at back of head. Wreath with ivy leaves.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26765
gd. 9,26766,83.AD.354.357,Unknown,Head with Melon Coiffure,,,,,,,-299,-200,3rd century B.C.,,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 3 cm (1 3/16 in.),"Fragment of female figure preserves head with traces of red color on hair. Oval face, slightly opened mouth, small eyes. Hair is divided into six, crispwaves tied in a low knot (missing).",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26766
gd. 9,26767,83.AD.354.358,Unknown,Head with Wreath,,,,,,,-299,-200,3rd century B.C.,,,Female figure,Terracotta (pale cream clay),,,,,,,,,Object: H: 4 cm (1 9/16 in.),"Fragment of female figure preserves head with traces of red color on hair. Small head, tilted to the right. Large eyes, bow mouth. Hair in Knidian coiffure fastened by a wreath with ivy leaves and a berry in the middle. Ring-shaed earrings.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26767
gd. 9,26768,83.AD.354.359,Unknown,Head with Melon Coiffure and Kekryphalos,,,,,,,-299,-200,3rd century B.C.,,,Female figure,Terracotta (pale cream clay),,,,,,,,,Object: H: 4 cm (1 9/16 in.),Fragment of female figure preserves very abrased head. Hair is divided into multiple waves tied in a knot with a parting. Kekryphalos fastened on top of head by a disk. Round earrings.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26768
gd. 9,26769,83.AD.354.360,Unknown,Head with Saccos(?),,,,,,,-249,-200,second half of 3rd century B.C.,,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 3.7 cm (1 7/16 in.),"Fragment of female figure preserves head with emphasized features. Deep set turned downward eyes, big nose, fleshy mouth. Wavy hair is parted and covered by a sakkos.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26769
gd. 9,26770,83.AD.354.361,Unknown,Head,,,,,,,-224,-200,late 3rd century B.C.,,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 5.6 cm (2 3/16 in.),"Fragment of female figure preserves head. Oval face, deep-set eyes, big nose. Wavy hair falling on shoulders, arranged as a cap. Pierced earrings.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26770
gd. 9,26771,83.AD.354.362,Unknown,Head with Thick Wreath and Stephane,,,,,,,-299,-200,3rd century B.C.,,,Female figure,Terracotta,,,,,,,,,Object: H: 4.5 cm (1 3/4 in.),"Fragment of female figure preserves head turned to the right. Oval face, deep-set eyes, upper lid marked, bow mouth. Curly hair tied in a broad knot at back of head. Thick wreath placed over the forehead with ivy leaves and stephane(?). Right earring is r",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26771
gd. 9,26772,83.AD.354.363,Unknown,Head with Melon Coiffure,,,,,,,-250,-250,mid-3rd century B.C.,,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 3 cm (1 3/16 in.),"Fragment of female figure preserves head slightly tilted to the right. Small eyes and mouth. Hair is divided into multiple waves, bound in a large high bun with fillet.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26772
gd. 9,26773,83.AD.354.364,Unknown,Head with Bow Knot,,,,,,,-250,-250,mid-3rd century B.C.,,,Female figure,Terracotta,,,,,,,,,Object: H: 3.6 cm (1 7/16 in.),"Fragment of female figure preserves head tilted to the left. Oval, Praxitelian-looking face, small eyes slightly turned downward, long nose. Parted hair bound in a large bow knot at back.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26773
gd. 9,26774,83.AD.354.365,Unknown,Head with Wreath,,,,,,,-299,-200,3rd century B.C.,,,Female figure,Terracotta (greenish-pale brown clay),,,,,,,,,Object: H: 3.7 cm (1 7/16 in.),"Fragment of female figure preserves head tilted to the right. Full face, unclear features. Hair is tied in a pony-tail at back of head. Wreath with ivy leaves preserves one berry in the middle.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26774
gd. 9,26775,83.AD.354.366,Unknown,Fragment of a Hooded Female Figure,,,,,,,-299,-200,3rd century B.C.,,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 6.5 cm (2 9/16 in.),"Fragment of female figure preserves hooded head preserved from lower chest up; most of left side of back is missing. Himation covers the forehead. Bent arms, hands placed at breast.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26775
gd. 9,26776,83.AD.354.367,Unknown,Head of a Comic Actor,,,,,,,-399,-300,4th century B.C.,,,Male figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 5 cm (1 15/16 in.),"Fragment of male figure representing a comic actor with mask. Very curly hair, wide-opened mouth, full beard.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26776
gd. 9,26777,83.AD.354.368,Unknown,Shoe,,,,,,,-399,-200,4th - 3rd century B.C.,,,Human figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 5 x L: 9.8 cm (1 15/16 x 3 7/8 in.),"Fragment of human figure preserves shoe with pointed tip. Two rosettes attached; one at back, one on top.",South Italian,,http://www.getty.edu/art/collection/objects/26777
gd. 9,26778,83.AD.354.369,Unknown,Draped Pillar (Herm),,,,,,,-299,-275,early 3rd century B.C.,,,Pillar,Terracotta (pale brown clay),,,,,,,,,Object: H: 9.3 x W: 2.6 cm (3 11/16 x 1 in.),Rectangular-shaped pillar with outlined base covered by drapery folded in concentric folds.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26778
gd. 9,26779,83.AD.354.370,Unknown,Seated Aphrodite,,,,,,,-299,-200,3rd century B.C.?,,,Mythological figure,Terracotta,,,,,,,,,Object: H: 10.8 x W: 4.8 cm (4 1/4 x 1 7/8 in.),Figure of seated Aphrodite. Seated perhaps on an animal (missing). Drapery is held by both arms placed over her head. She (probably) wears a chiton. Hair is arranged in a wavy mass placed across the forehead. Disk-shaped earrings. Traces of white color on,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26779
gd. 9,26780,83.AD.354.371,Unknown,Fragment of a Head,,,,,,,-499,-400,5th century B.C.,,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 9.2 cm (3 5/8 in.),"Fragment of female figure preserves head missing back and most of forehead. Oval face, lidded eyes. Thin mouth has fleshy lower lip. Right side preserves a lock of hair.",South Italian,,http://www.getty.edu/art/collection/objects/26780
gd. 9,26781,83.AD.354.372,Unknown,Fragment of a Draped Female Leaning Against a Pillar,,,,,,,-224,-200,late 3rd century B.C.,,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 12.2 x W: 6.3 cm (4 13/16 x 2 1/2 in.),"Fragment of female figure leaning against a pillar missing head and lower body. Left hand is placed on pillar, right on her hip. She wears a himation comprised of numerous folds. Slightly concave back.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26781
gd. 9,26782,83.AD.354.373,Unknown,Female Bust,,,,,,,-399,-300,4th century B.C.,,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 17.1 x W: 10.1 cm (6 3/4 x 4 in.),Fragment of female figure missing head and lower arms. Nude torso is circular at base. Tripartite sash tied by a pin on right shoulder is placed across the chest and below the armpit. Arms placed on either side. Round vent at back.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26782
gd. 9,26783,83.AD.354.374,Unknown,Fragment of a Female Figure,,,,,,,-450,-450,mid-5th century B.C.,,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 10.1 cm (4 in.),"Fragment of female figure preserves head and left shoulder. Oval face, severe expression. Wavy, parted hair. She wears a low polos and a veil covers her shoulder.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26783
gd. 9,26784,83.AD.354.375,Unknown,Fragment of a Female Figure,,,,,,,-549,-500,second half of 6th century B.C.,,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 8.4 x W: 8.7 cm (3 5/16 x 3 7/16 in.),"Fragment of female figure missing head, part of the right arm and most of left. Four tresses hang bilaterally. Perhaps similar to the tubular-shaped lower body type. Preserved the left support of throne(?)",South Italian,,http://www.getty.edu/art/collection/objects/26784
gd. 9,26785,83.AD.354.376,Unknown,Seated Female Figure,,,,,,,-550,-550,mid-6th century B.C.,,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 14.7 x W: 9.7 cm (5 13/16 x 3 13/16 in.),"Fragment of seated female figure missing head, right arm and part of left. Part of left arm in bent forward. Left should has a big disk with tail(?). Biletarally hanging tresses of hair.",South Italian,,http://www.getty.edu/art/collection/objects/26785
gd. 9,26786,83.AD.354.377,Unknown,Seated Female Figure,,,,,,,-524,-500,late 6th century B.C.,,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 11.5 x W: 3 cm (4 1/2 x 1 3/16 in.),"Fragment of seated female figure missing head and most of both arms. Bent at knees, seated on a throne, arms on armrests. She wears a chiton and a polos.",South Italian,,http://www.getty.edu/art/collection/objects/26786
gd. 9,26787,83.AD.354.378,Unknown,Fragment of a Female Figure,,,,,,,-524,-500,late 6th century B.C.,,,Female figure,Terracotta (orange clay),,,,,,,,,Object: H: 8.5 x W: 12.9 cm (3 3/8 x 5 1/16 in.),"Fragment of female figure quite battered, missing head, part of right arm, all of left, lower edge fractured. Same type as 81.AD.187.1.",South Italian,,http://www.getty.edu/art/collection/objects/26787
gd. 9,26788,83.AD.354.379,Unknown,Fragment of a Seated Female Figure,,,,,,,-550,-550,mid-6th century B.C.,,,Female figure,Terracotta (orange clay),,,,,,,,,Object: H: 7.6 x W: 4.9 cm (3 x 1 15/16 in.),"Fragment of seated female figure missing head and most of both arms. Lower body is ""saddle-shaped"".",South Italian,,http://www.getty.edu/art/collection/objects/26788
gd. 9,26789,83.AD.354.380,Unknown,Female Head with Conical Polos,,,,,,,-550,-550,mid-6th century B.C.,,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 6.6 cm (2 5/8 in.),"Fragment of female head with conical polos, similar to 83.AD.354.80, but smaller in size.",South Italian,,http://www.getty.edu/art/collection/objects/26789
gd. 9,26790,83.AD.354.381,Unknown,Female Head,,,,,,,-549,-500,second half of 6th century B.C.,,,Female figure,Terracotta (ocher clay),,,,,,,,,Object: H: 8.4 cm (3 5/16 in.),Fragment of female figure preserves head very abrased and encrusted. Most of polos is chipped off. Same type as 81.AD.187.24 but smaller in size.,South Italian,,http://www.getty.edu/art/collection/objects/26790
gd. 9,26791,83.AD.354.382,Unknown,Female Head,,,,,,,-524,-500,late 6th century B.C.,,,Female figure,Terracotta (ocher-orange clay),,,,,,,,,Object: H: 4.9 cm (1 15/16 in.),"Fragment of female figure preserves head reconstructed from two fragments. Oval face, fleshy mouth. Hair is arranged in an arch placed across the forehead, hanging in globular-shaped tresses over the shoulder. She wears a wide polos.",South Italian,,http://www.getty.edu/art/collection/objects/26791
gd. 9,26792,83.AD.354.383,Unknown,Fragment of a Female Head,,,,,,,-549,-500,second half of 6th century B.C.,,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 6.8 cm (2 11/16 in.),Fragment of female figure preserves head missing part of face below nose; most of polos is chipped off. Same type as 81.AD.187.24 but thinner face.,South Italian,,http://www.getty.edu/art/collection/objects/26792
